"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"OTOG","11",30.6246723054536,1.3394877351554,0.473522763903046,2.8287715760792,0.00467270370141717,0.0436753432849656,"UP",17547259,17647150,"+",48.82,8956,8742,"otogelin"
"ENSG00000235286","11",65.3879923668216,1.31641640575704,0.465104607951213,2.83036629448987,0.0046494740006678,0.0435597107148125,"UP",111670956,111672404,"-",53.76,1449,NA,"keratin 8 (KRT8) pseudogene"
"ENSG00000254537","11",77.9914683435864,1.30341204739346,0.472455205350857,2.75880556004355,0.00580130413722814,0.0490817947527416,"UP",33403216,33403605,"+",51.54,390,NA,"novel pseudogene"
"SNORD15B","11",3570.82066942464,1.29986752993642,0.449091932812031,2.89443527029571,0.00379841215923096,0.0386488836698191,"UP",75404421,75404566,"+",47.95,146,NA,"small nucleolar RNA, C/D box 15B"
"TREH","11",247.83467717332,1.28517301250008,0.462354572751866,2.77962647768555,0.00544214562399892,0.0473104714194649,"UP",118657316,118679690,"-",49.56,2748,1752,"trehalase"
"ENSG00000287897","11",68.3511191244186,1.26688897518752,0.410678946758714,3.08486467394164,0.00203644787711585,0.0274866037541366,"UP",115332529,115333418,"-",43.26,378,NA,"novel transcript, sense intronic to CADM1"
"TMPRSS5","11",546.36978756367,1.25294284721507,0.401054723639475,3.12411941154793,0.00178338065894915,0.0252830273255241,"UP",113687547,113706373,"-",49.51,1811,444,"transmembrane serine protease 5"
"SNORA23","11",237.309680795199,1.2264514113546,0.410504934898008,2.98766545074378,0.00281117089984009,0.0324581430594502,"UP",9428773,9428954,"+",46.15,182,NA,"small nucleolar RNA, H/ACA box 23"
"LRFN4","11",721.006180010796,1.22427499205898,0.231964266586283,5.27786029320855,1.30701048377279e-07,0.000186840828863678,"UP",66856647,66860475,"+",70.38,274,NA,"leucine rich repeat and fibronectin type III domain containing 4"
"B4GALNT4","11",3914.59307533956,1.18626633852458,0.306557894024303,3.86963233258165,0.000108999605655992,0.00638444420502845,"UP",369499,382117,"+",66.45,3750,3120,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
"ENSG00000250699","11",42.8856321836782,1.17632827754191,0.422203650420547,2.78616320908215,0.00533360100392077,0.0467662903011955,"UP",117316362,117328038,"-",44.57,488,NA,"novel transcript, antisense to CEP164"
"LRRC32","11",1156.51364499012,1.16858158058069,0.421672623143805,2.77130056930957,0.00558328622256219,0.0481044321767052,"UP",76657524,76670747,"-",56.19,4207,1989,"leucine rich repeat containing 32"
"TBC1D10C","11",187.383975657867,1.16736074270819,0.367091642085711,3.18002539114095,0.00147262148292043,0.022919448639584,"UP",67403915,67410089,"+",61.91,1520,933,"TBC1 domain family member 10C"
"SNORA54","11",402.078150380518,1.16333442813852,0.39358024117945,2.9557744683837,0.00311885058776401,0.0343592294996278,"UP",2963771,2963893,"-",49.59,123,NA,"small nucleolar RNA, H/ACA box 54"
"SLC22A18","11",88.0389036356495,1.15325697815667,0.288548526822629,3.99675226505515,6.42174433037194e-05,0.00476430393786429,"UP",2899721,2925246,"+",61.48,1542,1275,"solute carrier family 22 member 18"
"PGGHG","11",318.417324621737,1.12801425105898,0.342642331633488,3.29210417662454,0.000994407688151022,0.0190236900414978,"UP",289126,296107,"+",64.81,3699,2214,"protein-glucosylgalactosylhydroxylysine glucosidase"
"PITPNM1","11",4060.28019161291,1.12581002435101,0.246283391449018,4.57119750433538,4.84944944223673e-06,0.00118153523631192,"UP",67491760,67506263,"-",62.46,4224,3732,"phosphatidylinositol transfer protein membrane associated 1"
"NCAM1-AS1","11",800.00597562295,1.01346009832813,0.334019868429369,3.03413118235639,0.00241229510820489,0.0302456036739468,"UP",113265137,113274032,"-",52.56,5727,NA,"NCAM1 antisense RNA1"
"ENSG00000237654","11",258.17521624897,0.982113787788031,0.322238982269205,3.04778081432604,0.00230538014125422,0.0295015471409389,"UP",131502715,131540867,"-",45.04,682,NA,"novel transcript"
"EPS8L2","11",633.177445401404,0.97348956133007,0.286608194525855,3.39658662914556,0.000682319559061018,0.015831216622877,"UP",694438,727727,"+",59.66,580,316,"EPS8 signaling adaptor L2"
"GDPD5","11",538.522390874076,0.94989830568396,0.273084747731597,3.47840116877408,0.000504414404662876,0.0139326694000631,"UP",75434640,75525941,"-",53.42,4150,1404,"glycerophosphodiester phosphodiesterase domain containing 5"
"CCDC88B","11",1048.52250202145,0.935602870822674,0.329797801815762,2.8368984440513,0.00455540991679848,0.0429843611485222,"UP",64340204,64357534,"+",61.62,4934,4431,"coiled-coil domain containing 88B"
"IFITM10","11",273.024381127063,0.935363997878145,0.263397607917708,3.55114841502424,0.000383554063676389,0.012270685957774,"UP",1732406,1750595,"-",55.18,3714,687,"interferon induced transmembrane protein 10"
"INPPL1","11",2456.45473658083,0.912667572464333,0.264948599706785,3.44469672032375,0.00057170045565311,0.0146164346938965,"UP",72223701,72239147,"+",58.53,375,67,"inositol polyphosphate phosphatase like 1"
"POLD4","11",292.082116895022,0.909081559166643,0.265839591742088,3.41966203457239,0.00062698979215852,0.0152068236883781,"UP",67350772,67356972,"-",58.04,1694,324,"DNA polymerase delta 4, accessory subunit"
"BCL9L","11",3178.53651501296,0.900116670352108,0.188077340338767,4.78588578895686,1.70234847284123e-06,0.000823460003282761,"UP",118893875,118925926,"-",59.41,10005,4500,"BCL9 like"
"BTBD18","11",207.468073436273,0.873249403444991,0.287126318705587,3.04134224748795,0.00235525947316756,0.0299007238543224,"UP",57743514,57752675,"-",46.21,2947,2139,"BTB domain containing 18"
"DCHS1","11",2264.97855958177,0.872549491904804,0.187208375267841,4.66084645335145,3.14911594571884e-06,0.00093922389999178,"UP",6621330,6655809,"-",52.61,10713,9897,"dachsous cadherin-related 1"
"EHBP1L1","11",1920.46626971923,0.870913318620534,0.203152432833609,4.28699428538889,1.81106950430602e-05,0.0025918655048015,"UP",65576046,65592650,"+",60.61,2267,2010,"EH domain binding protein 1 like 1"
"CEP164","11",2030.93406426896,0.839730700905807,0.254728309764447,3.29657391313248,0.000978718580100065,0.0189067792158947,"UP",117314557,117413266,"+",47.97,616,347,"centrosomal protein 164"
"RASGRP2","11",740.358492115074,0.826165499664255,0.203618401531495,4.05742061351202,4.96176748404419e-05,0.00415983903190556,"UP",64726911,64745456,"-",55.63,2409,NA,"RAS guanyl releasing protein 2"
"AP5B1","11",1310.78114787153,0.805729446596299,0.24792698685454,3.24986584485466,0.00115459461795472,0.0203981193790013,"UP",65773898,65780976,"-",59.61,6980,2637,"adaptor related protein complex 5 subunit beta 1"
"SLC39A13","11",1164.98329679649,0.783402092606026,0.230925469400415,3.39244560004613,0.000692716856912702,0.015937776804274,"UP",47407132,47416496,"+",60.59,1805,978,"solute carrier family 39 member 13"
"ATG16L2","11",1121.92785242162,0.782528218225768,0.261810073343922,2.9889156220426,0.00279969436090684,0.0324355962415013,"UP",72814406,72843674,"+",52.71,1614,495,"autophagy related 16 like 2"
"RASSF7","11",258.940693076754,0.781954030256583,0.279728927271212,2.79539923841497,0.00518356576350275,0.0460263121429045,"UP",560404,564025,"+",69.11,1745,1014,"Ras association domain family member 7"
"KCNQ1OT1","11",5477.12601562496,0.767829596050031,0.27444260963357,2.79777836639587,0.00514554071566895,0.0458304807213113,"UP",2597308,2700003,"-",43.18,679,NA,"KCNQ1 opposite strand/antisense transcript 1"
"BRSK2","11",4938.32442496117,0.767111123052312,0.239058324154464,3.20888689304395,0.00133249899800845,0.0217155022007341,"UP",1389899,1462689,"+",63.85,4089,2007,"BR serine/threonine kinase 2"
"PRDM11","11",1670.97093237408,0.745749821182247,0.235350111939639,3.16868267041025,0.00153131486732943,0.0235471692789819,"UP",45095806,45235110,"+",47.84,1536,1434,"PR/SET domain 11"
"ESRRA","11",835.428943161446,0.743170393637655,0.238240043995455,3.11941847043914,0.00181208401475886,0.0255250810453002,"UP",64305497,64316743,"+",57.13,2293,1521,"estrogen related receptor alpha"
"ABCC8","11",2326.39482106509,0.693915284386546,0.219977232350621,3.15448683925851,0.00160780629805107,0.0240879808879156,"UP",17392498,17476894,"-",50.03,5336,4812,"ATP binding cassette subfamily C member 8"
"SSH3","11",784.960733089424,0.687963392499939,0.228817922359865,3.00659749640576,0.00264189318870201,0.0315384149367951,"UP",67303478,67312607,"+",61.2,2990,1542,"slingshot protein phosphatase 3"
"DNHD1","11",2037.74205706374,0.684826217137013,0.230695411757809,2.96852985466379,0.00299228033009355,0.0335673896399084,"UP",6497260,6593758,"+",43.78,1842,NA,"dynein heavy chain domain 1"
"PHRF1","11",5503.22747951407,0.667980843388242,0.14621276820313,4.56855342797581,4.9110188987167e-06,0.00118153523631192,"UP",576470,612222,"+",56.31,5278,4947,"PHD and ring finger domains 1"
"NUDT22","11",364.155620139002,0.638901674326369,0.228798786993555,2.79241722703873,0.00523158505675456,0.0462805838268712,"UP",64225941,64230686,"+",59.06,746,371,"nudix hydrolase 22"
"MOB2","11",705.379583255649,0.627850009336345,0.219350925200169,2.86230846194699,0.0042056737541392,0.041176708128257,"UP",1469457,1501247,"-",54.17,3174,NA,"MOB kinase activator 2"
"TNKS1BP1","11",4010.27066290076,0.602390531709124,0.205531369205285,2.9308933913025,0.00337988750103806,0.036090931170025,"UP",57299638,57324952,"-",55.55,4336,732,"tankyrase 1 binding protein 1"
"OSBPL5","11",1402.73008988863,0.593096381324183,0.169900334166527,3.490848821656,0.000481488619553818,0.0136521497684978,"UP",3087107,3166739,"-",57,3854,2640,"oxysterol binding protein like 5"
"PLCB3","11",1019.7026542527,0.554383159809488,0.166798262625842,3.32367466592304,0.00088839769687607,0.0180026750675546,"UP",64251530,64269150,"+",60.31,4192,3705,"phospholipase C beta 3"
"PCNX3","11",2859.68082694314,0.52414800987045,0.178086510526671,2.94322129351819,0.00324816144040216,0.0352792417756299,"UP",65615776,65637439,"+",60.5,7102,6105,"pecanex 3"
"RPS6KA4","11",1959.11491968792,0.519678331317601,0.144981540895485,3.58444480661321,0.00033779598528515,0.0113787377438811,"UP",64359148,64372215,"+",56.99,3121,2298,"ribosomal protein S6 kinase A4"
"MAP4K2","11",1709.64463161058,0.502220494255102,0.16780913344371,2.99280786420107,0.00276423712527227,0.0321625475867118,"UP",64784918,64803241,"-",56.72,7147,2463,"mitogen-activated protein kinase kinase kinase kinase 2"
"USP35","11",1281.3708458232,0.49783464006852,0.17146141434253,2.90347914122528,0.00369041553158258,0.0379039569027215,"UP",78188812,78215232,"+",52.98,2419,1761,"ubiquitin specific peptidase 35"
"DENND2B","11",2695.92150897034,0.494001981714503,0.164121376738599,3.00997951352379,0.00261265311340053,0.0314632962233358,"UP",8693351,8910951,"-",45.03,3019,2154,"DENN domain containing 2B"
"NUP98","11",3347.81037854135,-0.440078377594597,0.155014090201967,-2.83895726524745,0.00452612181058927,0.0428617001217354,"DOWN",3671083,3797792,"-",41.69,580,281,"nucleoporin 98 and 96 precursor"
"ZBED5","11",1539.94246931234,-0.463557014229436,0.135145110444427,-3.43006870692561,0.000603428431457459,0.0149534016836374,"DOWN",10812074,10858796,"-",40.77,3677,NA,"zinc finger BED-type containing 5"
"SRPRA","11",2741.79725430823,-0.472702373258928,0.156122087071925,-3.02777385394005,0.00246362377267063,0.0306035976198315,"DOWN",126262938,126269144,"-",49.57,2986,1917,"SRP receptor subunit alpha"
"QSER1","11",3888.70249583026,-0.508415495278068,0.149702342093584,-3.39617595935967,0.000683344151818975,0.015831216622877,"DOWN",32892811,32993316,"+",38.69,9706,5595,"glutamine and serine rich 1"
"TRIM68","11",642.608488056622,-0.51685174518399,0.177832117405846,-2.9064026944269,0.00365610592350442,0.0377085619897134,"DOWN",4598672,4608231,"-",46.45,3324,1458,"tripartite motif containing 68"
"RPUSD4","11",591.758570841736,-0.518074508200664,0.181240622754945,-2.85849000254844,0.00425662521583343,0.0413614379758779,"DOWN",126202096,126211692,"-",43.35,2468,1134,"RNA pseudouridine synthase D4"
"TTC9C","11",436.600030261883,-0.531522523844434,0.157333087624886,-3.37832640208328,0.000729284619764288,0.0163622243169008,"DOWN",62728069,62740293,"+",47.12,606,421,"tetratricopeptide repeat domain 9C"
"DPAGT1","11",311.058632090181,-0.533766731975644,0.179470503367957,-2.97411954588045,0.00293830576449559,0.0332073967831736,"DOWN",119096025,119108331,"-",50.63,2214,174,"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"USP47","11",5532.02428403757,-0.538784844380045,0.16611455633857,-3.24345353144073,0.00118090071711249,0.0206481950448509,"DOWN",11841423,11961887,"+",35.56,7775,3864,"ubiquitin specific peptidase 47"
"PRCP","11",2676.7907094362,-0.553278019257727,0.201164349527522,-2.75037808914561,0.00595265368930871,0.049822100728572,"DOWN",82822936,82970584,"-",39.33,3489,1491,"prolylcarboxypeptidase"
"CEP57","11",983.604769911058,-0.558572498153367,0.131164556022507,-4.258562793881,2.05745427139269e-05,0.0028273630118127,"DOWN",95789965,95832693,"+",37.69,1647,1422,"centrosomal protein 57"
"GANAB","11",4916.12188647947,-0.562076261149826,0.201847868223582,-2.78465294727427,0.00535850425863031,0.0469228037651096,"DOWN",62624826,62646726,"-",50.02,3718,159,"glucosidase II alpha subunit"
"TCP11L1","11",2540.6512488069,-0.571638309355497,0.163152512458751,-3.50370521875979,0.00045883296409198,0.0133541926227781,"DOWN",33039417,33105943,"+",42.1,739,NA,"t-complex 11 like 1"
"SRSF8","11",1535.89934049404,-0.572595082222016,0.192073472211041,-2.98112527269189,0.00287191285028304,0.0328416473744423,"DOWN",95066919,95071225,"+",45.07,4307,849,"serine and arginine rich splicing factor 8"
"POLD3","11",505.368263051999,-0.575060858596345,0.140679579281257,-4.08773513209505,4.35605083737156e-05,0.0039165593142256,"DOWN",74493851,74669117,"+",41.72,513,333,"DNA polymerase delta 3, accessory subunit"
"METTL15","11",584.497573071365,-0.587230240989575,0.182506385284561,-3.21758737412927,0.00129273645969449,0.021385857738831,"DOWN",28108248,28527041,"+",36.8,4304,840,"methyltransferase 15, mitochondrial 12S rRNA N4-cytidine"
"RBM7","11",359.678568499423,-0.598176531655934,0.209805766477493,-2.85109671530455,0.00435687151088844,0.0420066503969319,"DOWN",114400030,114414203,"+",38.27,4243,801,"RNA binding motif protein 7"
"EIF3F","11",3246.7140698496,-0.598617991827654,0.166489340876879,-3.59553343580318,0.000323727544154705,0.011137516903166,"DOWN",7970251,8001862,"+",41.38,7540,1074,"eukaryotic translation initiation factor 3 subunit F"
"ATP5MG","11",1179.96334035993,-0.611690808491557,0.210686654845806,-2.90332014117947,0.00369228985623137,0.0379039569027215,"DOWN",118401346,118433278,"+",42.73,2788,231,"ATP synthase membrane subunit g"
"MRPL16","11",820.855710721117,-0.614143747377505,0.211371503145442,-2.90551819066604,0.0036664553655411,0.0377977796850006,"DOWN",59806140,59810778,"-",44.32,1083,756,"mitochondrial ribosomal protein L16"
"FBXO3","11",2708.55771010275,-0.615364657683681,0.204615545923729,-3.0074188884605,0.00263476426501563,0.0314999547768997,"DOWN",33740939,33774543,"-",37.03,5798,1077,"F-box protein 3"
"ANO5","11",2265.31134382839,-0.621268926794261,0.201539815246365,-3.08261137400971,0.00205192930964432,0.0275447394582679,"DOWN",21782659,22283567,"+",36.43,658,NA,"anoctamin 5"
"MTMR2","11",2192.81426552301,-0.655081937808091,0.218084807251528,-3.00379446905971,0.0026663538248193,0.0316896479641669,"DOWN",95821766,95925315,"-",36.51,5108,210,"myotubularin related protein 2"
"DNAJC24","11",658.719042241502,-0.66055308369928,0.185577195843938,-3.55945179953455,0.000371629730191546,0.0120485746037704,"DOWN",31369840,31432835,"+",36.51,724,NA,"DnaJ heat shock protein family (Hsp40) member C24"
"TBCEL","11",779.446130713895,-0.666511457814583,0.236382876087851,-2.81962665335739,0.00480795530126814,0.0443836667620119,"DOWN",121024072,121090776,"+",36.59,1375,1275,"tubulin folding cofactor E like"
"TMX2","11",1684.03581740617,-0.676798562724053,0.216736685836445,-3.12267653310332,0.00179214592855583,0.0253330458375519,"DOWN",57712580,57742987,"+",45.81,1573,669,"thioredoxin related transmembrane protein 2"
"TMEM9B","11",1501.23719445787,-0.682671317267623,0.230478585672293,-2.96197286735473,0.00305674719149883,0.0338998713857406,"DOWN",8947202,8965011,"-",42.66,1844,597,"TMEM9 domain family member B"
"ZW10","11",652.651435411778,-0.686897037984819,0.169278641269423,-4.05778917430911,4.95394575319198e-05,0.00415983903190556,"DOWN",113733187,113773735,"-",39.08,2873,2340,"zw10 kinetochore protein"
"FAR1","11",4628.45751701646,-0.70081858512736,0.230346382346362,-3.04245535783397,0.0023465662098026,0.0298548397423911,"DOWN",13668659,13732346,"+",36.04,2484,369,"fatty acyl-CoA reductase 1"
"THYN1","11",1162.2189973551,-0.70322751297381,0.2544430877687,-2.76379098815636,0.00571341238336283,0.0487369746385352,"DOWN",134248279,134253370,"-",43.95,893,678,"thymocyte nuclear protein 1"
"SORL1","11",33505.3635797204,-0.711809774503733,0.249924277891628,-2.84810175509394,0.0043980859901513,0.0421971792523837,"DOWN",121452314,121633763,"+",43.54,10863,6645,"sortilin related receptor 1"
"AAMDC","11",167.608083067698,-0.713272909338822,0.240608011149275,-2.96446035163934,0.0030321431315671,0.0337927718558799,"DOWN",77821109,77918432,"+",41.82,690,267,"adipogenesis associated Mth938 domain containing"
"EIF4G2","11",19203.2805759305,-0.720035722461049,0.20795150165869,-3.46251754239717,0.00053514702800388,0.0142387965008821,"DOWN",10797050,10808940,"-",41.39,4001,2724,"eukaryotic translation initiation factor 4 gamma 2"
"NDUFC2","11",712.610238429352,-0.720416446929995,0.254849914611378,-2.8268263225772,0.00470118175908441,0.0437823573450964,"DOWN",78068297,78079862,"-",44.35,2168,360,"NADH:ubiquinone oxidoreductase subunit C2"
"C11orf58","11",4702.94266931158,-0.747825652849747,0.260033257729429,-2.87588464406302,0.00402896924639531,0.0400410239630828,"DOWN",16613132,16758340,"+",38.18,813,NA,"chromosome 11 open reading frame 58"
"DDX25","11",769.660451155287,-0.766325011173059,0.247148002164969,-3.10067248960218,0.00193081719981174,0.0266253901512129,"DOWN",125903348,125943702,"+",44.92,2584,594,"DEAD-box helicase 25"
"SPCS2","11",916.541664467576,-0.771797857266838,0.272711775353946,-2.83008629262576,0.00465354510580295,0.043561539880651,"DOWN",74949261,74979033,"+",39.25,612,474,"signal peptidase complex subunit 2"
"CAPRIN1","11",11313.3366883958,-0.772816038444723,0.25306842923133,-3.05378288707158,0.00225975557465402,0.0291335012412484,"DOWN",34051731,34102610,"+",40.01,5514,2130,"cell cycle associated protein 1"
"TRMT112","11",1186.2097249241,-0.775069063126604,0.237903232820062,-3.25791732184163,0.00112233100191717,0.0201353190373819,"DOWN",64316460,64318074,"-",56.28,823,NA,"tRNA methyltransferase activator subunit 11-2"
"BTBD10","11",3122.9767542482,-0.77594306427032,0.252490161182942,-3.07316158631666,0.0021180376644968,0.0280541396240523,"DOWN",13388008,13463297,"-",36.23,2439,1428,"BTB domain containing 10"
"RPS25","11",3002.00600171802,-0.781067682202047,0.262458119505283,-2.97597073268036,0.00292062733535335,0.0331013614534644,"DOWN",119015712,119018691,"-",47.62,508,120,"ribosomal protein S25"
"NPAT","11",1227.34462631225,-0.78607447279187,0.188031338724412,-4.18055031743395,2.90804450704309e-05,0.00348472301838849,"DOWN",108155280,108222638,"-",40.14,8048,4284,"nuclear protein, coactivator of histone transcription"
"CTSC","11",711.016470465784,-0.793427940290577,0.260084973939107,-3.05064890244809,0.00228347422405062,0.029329850017466,"DOWN",88265069,88359684,"-",37.69,1206,909,"cathepsin C"
"RPL27A","11",4659.42215866204,-0.808810195342481,0.247205448973354,-3.27181378364221,0.00106859934356575,0.0196643214848433,"DOWN",8682788,8714759,"+",50.4,607,NA,"ribosomal protein L27a"
"NELL1","11",1402.9604151106,-0.820697603412215,0.270294091590583,-3.03631351533697,0.00239490202375648,0.0301368888379679,"DOWN",20669551,21575686,"+",38.29,3094,2262,"neural EGFL like 1"
"DDX6","11",12375.816624838,-0.823517425864708,0.201164845795637,-4.09374422557566,4.24462534619186e-05,0.00385941761740588,"DOWN",118747763,118791164,"-",41.56,6128,1452,"DEAD-box helicase 6"
"PRMT3","11",941.542509994372,-0.834012078272613,0.17931295826569,-4.65115341545393,3.30083649629129e-06,0.00093922389999178,"DOWN",20387558,20509338,"+",36,2530,141,"protein arginine methyltransferase 3"
"CUL5","11",2493.21317476462,-0.836473756812717,0.238673564193537,-3.50467702461774,0.000457161520912737,0.0133541926227781,"DOWN",108008898,108107761,"+",39.36,6171,2343,"cullin 5"
"CKAP5","11",11060.8144969356,-0.850460029124072,0.259640760759154,-3.2755258713518,0.00105465454077752,0.0195163540346176,"DOWN",46743048,46846308,"-",40.42,7172,6099,"cytoskeleton associated protein 5"
"EIF3M","11",2030.133751494,-0.853972679802796,0.265174282255303,-3.22042044401806,0.00128002714882709,0.0212921159707923,"DOWN",32583798,32606264,"+",37.78,1697,372,"eukaryotic translation initiation factor 3 subunit M"
"TRAPPC4","11",624.803551813405,-0.862484912308477,0.198088113657598,-4.3540467743527,1.33647171217752e-05,0.0022292348159121,"DOWN",119018763,119025454,"+",48.86,569,NA,"trafficking protein particle complex subunit 4"
"DLAT","11",1415.37803722104,-0.866471427814005,0.250241327672451,-3.46254328121276,0.000535095845093881,0.0142387965008821,"DOWN",112025033,112064404,"+",41.14,3465,1944,"dihydrolipoamide S-acetyltransferase"
"CWC15","11",1359.37582423936,-0.870504277953887,0.221544004993799,-3.92926126788334,8.52072222018297e-05,0.00562228028136456,"DOWN",94962620,94973586,"-",37.35,1522,690,"CWC15 spliceosome associated protein homolog"
"ARL14EP","11",1038.58026781828,-0.874213529359525,0.211998300340099,-4.12368178403819,3.72863934009249e-05,0.00371803626852041,"DOWN",30323104,30338458,"+",36.37,2373,783,"ADP ribosylation factor like GTPase 14 effector protein"
"PICALM","11",6734.1500172174,-0.87630590175008,0.254256631154314,-3.44654099195639,0.000567812415411406,0.0145940142505095,"DOWN",85957175,86069882,"-",37.29,4134,1959,"phosphatidylinositol binding clathrin assembly protein"
"TMEM126A","11",201.688805606154,-0.877104445239914,0.252835234696611,-3.46907521134225,0.000522253227818111,0.0141356709552755,"DOWN",85647967,85656547,"+",37.69,726,120,"transmembrane protein 126A"
"SIAE","11",1425.62983470797,-0.888549198005984,0.315970186742665,-2.81212986315587,0.00492146291610275,0.0447557425971243,"DOWN",124633113,124695707,"-",40.66,5441,1572,"sialic acid acetylesterase"
"TMEM123","11",3158.23523742938,-0.890487922275127,0.29278648080987,-3.04142431649155,0.0023546175181755,0.0299007238543224,"DOWN",102396332,102470384,"-",40.62,3304,627,"transmembrane protein 123"
"TPP1","11",4987.73812358051,-0.894405583286542,0.290749191587375,-3.07621004345169,0.00209650100933196,0.0279064245523956,"DOWN",6612768,6619448,"-",50.28,3492,1692,"tripeptidyl peptidase 1"
"LIN7C","11",2623.39071172881,-0.932080175971607,0.22732219560349,-4.10026030892909,4.12685674026072e-05,0.00385375124015235,"DOWN",27494418,27506769,"-",36.98,4842,594,"lin-7 homolog C, crumbs cell polarity complex component"
"API5","11",2578.51290334897,-0.934389090156296,0.287882493151828,-3.24573085332946,0.00117149538400699,0.0206231347760127,"DOWN",43311963,43344529,"+",37.75,560,372,"apoptosis inhibitor 5"
"RPS13","11",2379.67620360306,-0.939978073246964,0.311758049399452,-3.01508838362849,0.00256904380696146,0.0312235645804874,"DOWN",17074388,17077715,"-",46.06,527,456,"ribosomal protein S13"
"TIMM8B","11",632.877867347999,-0.952243132364342,0.303848327554984,-3.1339423192712,0.00172474755968953,0.0248500190140332,"DOWN",112084800,112086798,"-",46.22,780,252,"translocase of inner mitochondrial membrane 8 homolog B"
"STT3A","11",1845.93211743083,-0.960106743415989,0.276948716171627,-3.46673115762344,0.000526828526541307,0.0141817509757545,"DOWN",125591712,125625215,"+",41.03,569,358,"STT3 oligosaccharyltransferase complex catalytic subunit A"
"OPCML","11",7263.94313734766,-0.966936816873913,0.288866436232273,-3.34734913992021,0.000815883818468347,0.017324816535097,"DOWN",132414977,133532501,"-",41.75,6833,1038,"opioid binding protein/cell adhesion molecule like"
"KBTBD3","11",647.692142584775,-0.974839074484235,0.271030518314101,-3.59678710924532,0.000322171948779579,0.0111315010759756,"DOWN",106051098,106077459,"-",36,3840,1839,"kelch repeat and BTB domain containing 3"
"RTN3","11",27143.5091140443,-0.995956202778613,0.331158840651072,-3.00748788955935,0.00263416620063134,0.0314999547768997,"DOWN",63681446,63759891,"+",42.12,2524,726,"reticulon 3"
"AASDHPPT","11",2509.52640715177,-0.997568596749554,0.318366710031857,-3.13339480955698,0.00172796842362373,0.0248500190140332,"DOWN",106075501,106098699,"+",36.56,568,480,"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"CAT","11",2158.11512342135,-1.00154145065944,0.338010329209682,-2.96304983637984,0.00304607247304306,0.0338567595739979,"DOWN",34438934,34472060,"+",40.59,2291,1584,"catalase"
"HSPA8","11",52079.5169472331,-1.05527480436764,0.333437432391826,-3.1648360437456,0.00155170362497049,0.0237078356750071,"DOWN",123057489,123063230,"-",49.25,2306,1941,"heat shock protein family A (Hsp70) member 8"
"MS4A7","11",406.479537349341,-1.06567105155208,0.293265894224604,-3.63380492767397,0.00027927204064242,0.0104284837433245,"DOWN",60378485,60395951,"+",40.71,2871,588,"membrane spanning 4-domains A7"
"APIP","11",397.856568744391,-1.08391824947567,0.282443839697388,-3.83764167289677,0.000124221568923181,0.00670630104012512,"DOWN",34853094,34916379,"-",40.43,4583,588,"APAF1 interacting protein"
"TMEM126B","11",400.982832164799,-1.12109411703361,0.26551138763709,-4.22239560800291,2.41719362057388e-05,0.00316012134633512,"DOWN",85628573,85636539,"+",37.32,1210,603,"transmembrane protein 126B"
"ELMOD1","11",3814.72538876509,-1.12425152871563,0.345345290275342,-3.25544190227488,0.001132160572361,0.0202172486829835,"DOWN",107591091,107666779,"+",38.98,1832,987,"ELMO domain containing 1"
"SDHD","11",347.828606980156,-1.21311874684473,0.296103294184948,-4.09694444698412,4.18639316031749e-05,0.00385446462304069,"DOWN",112086824,112120016,"+",41.76,727,219,"succinate dehydrogenase complex subunit D"
"PLAAT4","11",707.357512685506,-1.2160950392717,0.332226977331425,-3.66043434834774,0.000251788063779007,0.00980635444534472,"DOWN",63536808,63548808,"+",47.9,758,495,"phospholipase A and acyltransferase 4"
"CRYAB","11",21019.9828428229,-1.47093380329088,0.504786830461248,-2.91397024353195,0.00356863920530298,0.0371870348209642,"DOWN",111908564,111923722,"-",46.12,774,528,"crystallin alpha B"
"ANO3","11",2068.79023172914,-1.51109102263694,0.52599213531197,-2.87283957533072,0.00406800630580726,0.0402860430967889,"DOWN",26188842,26663289,"+",36.39,6308,3129,"anoctamin 3"
"NNMT","11",117.957023407097,-1.55351138266187,0.563408835988346,-2.75734295138743,0.00582731981395551,0.0492062450314831,"DOWN",114257787,114313536,"+",43.32,379,NA,"nicotinamide N-methyltransferase"
"KRT8P19","12",25.2020834813344,2.98971772782557,0.744144163888053,4.01765930972932,5.87790960397353e-05,0.00449883296461088,"UP",61879318,61880772,"+",56.08,1455,NA,"keratin 8 pseudogene 19"
"ENSG00000277011","12",74.401501941738,2.73740650794567,0.731550726410652,3.74192302614029,0.000182617456030864,0.00822492698614986,"UP",132282814,132284606,"+",59.01,1793,NA,"novel transcript"
"SCARNA11","12",22.4847013569839,2.57665015089947,0.543365109300741,4.74202356168096,2.11594007587308e-06,0.000926633269201223,"UP",6581474,6581609,"-",51.47,136,NA,"small Cajal body-specific RNA 11"
"CUX2","12",1327.00694002937,2.3282965936047,0.723914096111294,3.21626088801391,0.00129872709583321,0.0214385900782758,"UP",111034165,111350554,"+",49.27,6703,4461,"cut like homeobox 2"
