"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"RN7SL845P","7",23.7615895584885,1.37297183269822,0.375195693819386,3.65934858879043,0.000252857189839891,0.0175609757164329,"UP",152757662,152757951,"+",56.55,290,NA,"RNA, 7SL, cytoplasmic 845, pseudogene"
"SP8","7",80.6612758188549,1.24660784727669,0.325283014475537,3.83237916460726,0.000126909938922087,0.0119331421686187,"UP",20782279,20786886,"-",54.28,3626,1527,"Sp8 transcription factor"
"PRRT4","7",95.848781604279,1.22377913069365,0.350776791430293,3.48876881421854,0.00048525063417735,0.0253483193049965,"UP",128350325,128361690,"-",57.37,2313,1290,"proline rich transmembrane protein 4"
"FZD9","7",231.378478889867,1.19052008060203,0.266296051071172,4.47066366854929,7.79772433514286e-06,0.00258350357218856,"UP",73433778,73436120,"+",68.46,2343,1776,"frizzled class receptor 9"
"ENSG00000222024","7",180.995559085812,1.12641242934077,0.248306157664224,4.53638540395758,5.72265614597443e-06,0.00212935633148519,"UP",79353410,79354392,"+",55.65,983,NA,"pseudogene similar to part of transmembrane protein 198 TMEM198"
"ENSG00000261535","7",39.1167174271637,1.10415560049011,0.334820028990286,3.29775851169927,0.000974599145411853,0.0369592527212805,"UP",102153355,102154463,"-",49.59,801,NA,"novel transcript, antisense to CUX1"
"SH2B2","7",269.73136594744,1.0755258822883,0.234648014850173,4.5835711969481,4.57101144691151e-06,0.00184257471425003,"UP",102285091,102321711,"+",56.99,490,144,"SH2B adaptor protein 2"
"ENSG00000231980","7",133.999942156989,1.03864726759692,0.320679853968413,3.23889154477171,0.00119995192793121,0.0402566161820399,"UP",158027373,158031128,"+",53.86,3600,NA,"novel transcript"
"TNRC18","7",11407.5055778735,1.02381843748468,0.243916878097074,4.19740710635538,2.69988343322668e-05,0.0051824905330175,"UP",5306790,5425414,"-",54.68,10572,8907,"trinucleotide repeat containing 18"
"SSPOP","7",740.811130020342,1.00740642390451,0.210871613223263,4.77734489012471,1.77624968885364e-06,0.00128762631500425,"UP",149776042,149833829,"+",61.02,15799,NA,"SCO-spondin, pseudogene"
"MAD1L1","7",117.496883764982,0.968254829803095,0.287642925097054,3.36616945984816,0.000762198686470704,0.0321818353468676,"UP",1815793,2233243,"-",55.65,548,NA,"mitotic arrest deficient 1 like 1"
"GRID2IP","7",147.90850037156,0.92861082957268,0.291423018148728,3.18647042869745,0.00144020209718294,0.0439320072014925,"UP",6496778,6551461,"-",54.45,4657,3636,"Grid2 interacting protein"
"CASTOR2","7",9134.10460532495,0.790495303438788,0.225573811494755,3.50437534481776,0.000457679781546323,0.024277511980155,"UP",74964705,75031528,"+",52.97,8100,990,"cytosolic arginine sensor for mTORC1 subunit 2"
"ZNF316","7",2390.247017664,0.753662973315455,0.178984723191835,4.21076704131717,2.5450508611568e-05,0.00504015483294461,"UP",6637318,6658279,"+",60.32,7243,3015,"zinc finger protein 316"
"GIGYF1","7",3997.33888273144,0.734867222055191,0.224360920341363,3.27537978065475,0.00105520014615842,0.0378650901112576,"UP",100679507,100694250,"-",60.69,6530,3108,"GRB10 interacting GYF protein 1"
"FKBP14-AS1","7",95.4007297561595,0.712339167107598,0.213248050047243,3.34042523225786,0.000836502010796959,0.0337586076234017,"UP",29988600,30027543,"+",40.43,618,NA,"FKBP14 antisense RNA 1"
"ZNF853","7",3448.6005737124,0.691727874838664,0.17643119038792,3.92066659708954,8.83043639319297e-05,0.00978080919323155,"UP",6615610,6624290,"+",57.56,3864,1980,"zinc finger protein 853"
"NYAP1","7",3128.83013175743,0.666735113691886,0.194034255087978,3.43617220263288,0.000589995835141027,0.0276750635235901,"UP",100483927,100494802,"+",59.21,3584,2526,"neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1"
"IQCE","7",4084.08646060925,0.57520441956391,0.176759543970786,3.25416329235934,0.00113726887962791,0.0389133603928252,"UP",2558972,2614733,"+",52.81,6775,1893,"IQ motif containing E"
"AP5Z1","7",1336.62882772622,0.573695632952868,0.140571320772645,4.08117125029181,4.4809323634317e-05,0.00668265413987124,"UP",4775615,4794397,"+",58.27,2667,468,"adaptor related protein complex 5 subunit zeta 1"
"BAIAP2L1","7",159.807378069788,0.557879796093354,0.173615769234677,3.21330141007679,0.00131218506313375,0.0421426110298665,"UP",98291650,98401090,"-",46.78,3645,1536,"BAR/IMD domain containing adaptor protein 2 like 1"
"SMARCD3","7",3419.23601993442,0.5297943934957,0.11808742167723,4.48645915010147,7.24165939606315e-06,0.00243259408546088,"UP",151238764,151277896,"-",56.14,468,NA,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"GET4","7",584.446925432355,0.497651447078093,0.138254611969136,3.59952872450425,0.000318794418595041,0.0201841932150253,"UP",876554,896436,"+",59.75,2090,984,"guided entry of tail-anchored proteins factor 4"
"CCDC136","7",3946.72100347022,0.464228491410966,0.108081210763217,4.29518218877091,1.7454992932488e-05,0.00396344675752234,"UP",128790757,128822132,"+",48.94,723,411,"coiled-coil domain containing 136"
"BRAT1","7",1339.56922531587,0.426165371033736,0.130714440180077,3.26027767434596,0.00111303189018466,0.0388452947994317,"UP",2537810,2555694,"-",55.06,2779,2466,"BRCA1 associated ATM activator 1"
"INTS15","7",800.684560803099,0.411151738582793,0.114222256987584,3.59957638227622,0.000318736000811436,0.0201841932150253,"UP",6590021,6608726,"+",53.1,2178,1350,"integrator complex subunit 15"
"TAF6","7",1951.62784509474,0.400536932442277,0.128520109037799,3.11653122177539,0.00182992302087272,0.0495457784307664,"UP",100106876,100119841,"-",54.03,2484,2034,"TATA-box binding protein associated factor 6"
"SRRT","7",4367.12262969943,0.387916495904415,0.118008745098168,3.2871843148719,0.00101194577015676,0.0374748572712353,"UP",100875103,100888664,"+",53.16,2990,2631,"serrate, RNA effector molecule"
"INTS1","7",9254.33439727876,0.376663948543708,0.119400965653951,3.15461392192891,0.0016071062088877,0.0465288637594515,"UP",1470277,1504389,"-",63.53,6981,6573,"integrator complex subunit 1"
"RBAK","7",1370.95079186411,-0.375552141994625,0.0973552863064802,-3.85754237127263,0.000114532829377344,0.0113528320136083,"DOWN",5045821,5069487,"+",40.26,4125,2145,"RB associated KRAB zinc finger"
"SP4","7",968.810898896745,-0.383958437463245,0.11421168929121,-3.36181383749829,0.000774323083182112,0.0324573822768541,"DOWN",21428043,21514822,"+",38.35,6077,2355,"Sp4 transcription factor"
"HERPUD2","7",1258.16946346272,-0.392026311658472,0.125579629192846,-3.1217349038072,0.00179788751964386,0.0492454219140504,"DOWN",35632659,35697459,"-",38.61,2884,1221,"HERPUD family member 2"
"SNX13","7",3598.39953742072,-0.420538418763803,0.122208475741341,-3.44115591175436,0.00057923466501524,0.027523319465734,"DOWN",17790761,17940501,"-",35.09,6357,2874,"sorting nexin 13"
"COG5","7",1768.0290637998,-0.454242340699683,0.102118566562813,-4.44818563351336,8.65986744280019e-06,0.00275588886804691,"DOWN",107201372,107564261,"-",37.09,4532,2427,"component of oligomeric golgi complex 5"
"ZNF680","7",1830.93522053578,-0.541268613999704,0.167591395415227,-3.22969214892358,0.00123923576736802,0.0411312308059704,"DOWN",64519878,64563075,"-",38.96,2993,1593,"zinc finger protein 680"
"POMZP3","7",235.708194663573,-0.553568970447223,0.176457037127338,-3.13713173166194,0.00170609453813062,0.047996252403002,"DOWN",76609986,76627279,"-",49.27,1259,348,"POM121 and ZP3 fusion"
"ITGB8","7",11122.0971710437,-0.581888151428715,0.185527640012324,-3.13639601835103,0.00171038075957476,0.047996252403002,"DOWN",20330702,20415754,"+",37.44,3420,1905,"integrin subunit beta 8"
"TMEM168","7",912.516092987407,-0.591774368329096,0.184807472076728,-3.20211278082633,0.00136423575001403,0.0430458195526488,"DOWN",112762377,112790423,"-",35.26,7276,2094,"transmembrane protein 168"
"TMEM60","7",90.1460480718063,-0.641449844955209,0.19926478677519,-3.219082785956,0.00128601351610456,0.0416908539320174,"DOWN",77793728,77798434,"-",42.07,877,402,"transmembrane protein 60"
"PTPRZ1","7",20507.3113729381,-0.748716812958094,0.216180516448652,-3.46338710471132,0.000533420384083584,0.0264197215764772,"DOWN",121873089,122062036,"+",35.6,5633,4485,"protein tyrosine phosphatase receptor type Z1"
"SYPL1","7",913.662637683805,-0.788450999857062,0.244596363018996,-3.22347801956413,0.00126644017602998,0.0416170137193765,"DOWN",106090505,106112589,"-",38.19,2130,726,"synaptophysin like 1"
"ZNF92","7",685.168706337806,-0.882976198726431,0.247201668248003,-3.57188608387786,0.000354419578734864,0.020988351687149,"DOWN",65373799,65401136,"+",39.16,3165,1761,"zinc finger protein 92"
"TMEM209","7",617.373779000685,-0.948603781752991,0.25815130565374,-3.67460385044637,0.000238218737510971,0.0168960656464527,"DOWN",130164713,130207770,"-",37.56,3455,1686,"transmembrane protein 209"
"KLHL7-DT","7",42.9791148477366,-1.14885795109451,0.343064389298382,-3.34881143870424,0.000811590097432853,0.0332133977944348,"DOWN",23100214,23105703,"-",40.09,3578,NA,"KLHL7 divergent transcript"
"MIR151A","8",30.6846834798949,1.41426378640187,0.453812215162509,3.11640749003512,0.00183069109722553,0.0495457784307664,"UP",140732564,140732653,"-",52.22,90,NA,"microRNA 151a"
"FAM83H","8",455.687747139759,1.31659546464029,0.363160504978577,3.62538174330921,0.000288534910977532,0.0188099874849127,"UP",143723933,143738234,"-",64.47,5632,3540,"family with sequence similarity 83 member H"
"SBF1P1","8",136.244731723512,1.28927862071711,0.400401366624329,3.21996558499951,0.00128205986867815,0.0416908539320174,"UP",55449509,55455139,"-",60.74,5631,NA,"SET binding factor 1 pseudogene 1"
"ENSG00000235683","8",73.3121692623444,1.27039654957554,0.371266345651985,3.42179291081333,0.000622096765769088,0.028234805443198,"UP",99695957,99698017,"+",56.23,2061,NA,"leucine zipper-EF-hand containing transmembrane protein 1 (LETM1) pseudogene"
"SCRT1","8",1579.22964060515,1.20076689175829,0.305253639105314,3.93366937500792,8.36588391132076e-05,0.00941103573391646,"UP",144330565,144336482,"-",66.53,3980,1047,"scratch family transcriptional repressor 1"
"SMPD5","8",107.807645202517,1.04503296795538,0.297296597881826,3.51511916181017,0.000439556708213798,0.0237832629638902,"UP",144049079,144051203,"+",70.49,1374,NA,"sphingomyelin phosphodiesterase 5 (pseudogene)"
"KCNK9","8",450.686060572885,0.970464458843276,0.29448222838507,3.29549414294121,0.000982487515148977,0.0370665570839081,"UP",139600838,139704109,"-",52.02,3276,1125,"potassium two pore domain channel subfamily K member 9"
"ANK1","8",1075.4082985975,0.929505767760122,0.287317322274475,3.23511913727277,0.00121591983898307,0.0406752935347779,"UP",41653220,41896741,"-",49.31,8237,5646,"ankyrin 1"
"KIFC2","8",4549.3366905773,0.879659194987005,0.277860853510425,3.16582628993473,0.00154643113935008,0.0456678675657156,"UP",144466043,144474202,"+",63.6,3646,NA,"kinesin family member C2"
"RN7SL329P","8",190.92093384043,0.851041905777534,0.23305180897616,3.65172838398603,0.000260481305004925,0.0176966315810369,"UP",125270604,125270902,"+",52.84,299,NA,"RNA, 7SL, cytoplasmic 329, pseudogene"
"RN7SL396P","8",3698.48721944366,0.844511959588748,0.243725795082649,3.46500853265191,0.000530214656519422,0.0264097179300437,"UP",119862662,119862956,"+",56.27,295,NA,"RNA, 7SL, cytoplasmic 396, pseudogene"
"TONSL","8",365.822295146796,0.83567998343207,0.235596045956275,3.54708832247196,0.000389513983704957,0.0223241355684552,"UP",144428775,144444440,"-",62.9,6607,NA,"tonsoku like, DNA repair protein"
"TSNARE1","8",1053.68022678024,0.768888923958286,0.222250039040341,3.45956710414221,0.000541044446116285,0.0265105956748289,"UP",142212080,142403182,"-",55.69,1905,1542,"t-SNARE domain containing 1"
"ADGRB1","8",5868.66071780923,0.710934391810866,0.221526932415002,3.2092458648731,0.00133083637064525,0.0425199583360977,"UP",142449430,142545009,"+",62.67,6232,4746,"adhesion G protein-coupled receptor B1"
"SCRIB","8",4875.13278043667,0.650396481859038,0.179228902534455,3.62885936733337,0.000284676260136295,0.018802770716092,"UP",143790920,143815773,"-",62.82,5143,4893,"scribble planar cell polarity protein"
"MFSD3","8",505.280646721521,0.623055975302809,0.162355832237294,3.83759527894366,0.000124245033109539,0.0119005648146978,"UP",144509070,144511213,"+",66.98,1552,1239,"major facilitator superfamily domain containing 3"
"DGAT1","8",1118.12088151095,0.618940022490141,0.175169682606802,3.53337411633871,0.00041029142825877,0.0228533637522651,"UP",144314584,144326910,"-",63.02,3653,1467,"diacylglycerol O-acyltransferase 1"
"POLR3D","8",1546.04013118953,0.489554648815021,0.118124323462608,4.14440171562114,3.40702039777071e-05,0.00594947911847439,"UP",22245133,22254601,"+",49.41,5336,1197,"RNA polymerase III subunit D"
"TOP1MT","8",912.161251947356,0.469268971599773,0.149026384942536,3.14889857779695,0.00163887063116096,0.0469418854732932,"UP",143304384,143359979,"-",54.3,892,334,"DNA topoisomerase I mitochondrial"
"VPS13B","8",4882.25759069859,-0.341319208503557,0.0933059818008448,-3.65806352300198,0.000254128069988899,0.0175609757164329,"DOWN",99013266,99877580,"+",36.65,5625,4284,"vacuolar protein sorting 13 homolog B"
"IMPA1","8",1075.43012799462,-0.453450300900539,0.142869871666569,-3.17386930926071,0.00150421404034815,0.045081686220397,"DOWN",81656914,81686331,"-",37.43,3369,834,"inositol monophosphatase 1"
"PEX2","8",911.243651875499,-0.475241427588601,0.144114784678321,-3.29765907536404,0.000974944316388694,0.0369592527212805,"DOWN",76980258,77001044,"-",38.37,4169,918,"peroxisomal biogenesis factor 2"
"YTHDF3","8",2771.01812053713,-0.494175587644144,0.156946360490449,-3.14869096740996,0.00164003527763718,0.0469418854732932,"DOWN",63168553,63212786,"+",37.56,5076,1605,"YTH N6-methyladenosine RNA binding protein F3"
"ERI1","8",447.176008452192,-0.540759151804423,0.134842511763036,-4.01030168256372,6.06412163420499e-05,0.0079710242307001,"DOWN",9002147,9116746,"+",41.64,540,NA,"exoribonuclease 1"
"TMEM68","8",435.234769460638,-0.580208534618417,0.15782687582201,-3.67623404820323,0.000236702374949,0.0168875623614056,"DOWN",55696424,55773407,"-",38.91,726,204,"transmembrane protein 68"
"NBN","8",2447.26080883008,-0.596218281953223,0.173368060217585,-3.43903185630008,0.0005837985316434,0.0276316072139477,"DOWN",89924515,90003228,"-",37,3251,2265,"nibrin"
"PPP2CB","8",6033.98393645838,-0.615536960185995,0.181242244577536,-3.39621130614869,0.000683255907803012,0.0300782721324749,"DOWN",30774457,30814314,"-",41.95,448,157,"protein phosphatase 2 catalytic subunit beta"
"SDCBP","8",3621.665386516,-0.691263612041336,0.211735146433068,-3.26475610538213,0.00109558368956012,0.0385142254588677,"DOWN",58552924,58582859,"+",35.86,556,NA,"syndecan binding protein"
"DCTN6","8",852.345070703474,-0.787468464231341,0.228735792093412,-3.44269891923932,0.000575940125980067,0.0274747295600669,"DOWN",30156319,30183639,"+",41.55,1054,573,"dynactin subunit 6"
"CPNE3","8",2438.50253523051,-0.796424303498977,0.218852678393915,-3.6390886752845,0.000273604580355486,0.0182801115482811,"DOWN",86514435,86561498,"+",37.62,4857,1614,"copine 3"
"CFAP418","8",206.745069130544,-0.849290415251814,0.187872581846949,-4.5205660501525,6.16744981415798e-06,0.00223521521046761,"DOWN",95244913,95269201,"-",37.4,3340,624,"cilia and flagella associated protein 418"
"RIPK2","8",395.034794521141,-0.947833572270484,0.220215479848233,-4.30411873372257,1.67651738299259e-05,0.00389902002328545,"DOWN",89757806,89791064,"+",35.92,1916,207,"receptor interacting serine/threonine kinase 2"
"CYP7B1","8",1869.00728159961,-1.32718440131631,0.336727180772657,-3.94142343445795,8.0999491262125e-05,0.00924081931917809,"DOWN",64587763,64798737,"-",37.55,587,NA,"cytochrome P450 family 7 subfamily B member 1"
"ENSG00000227619","9",30.5804285464135,3.83452575804421,0.780175271507307,4.91495423923891,8.88031994795887e-07,0.000852466373905949,"UP",129575117,129584557,"+",53.72,1860,NA,"novel transcript"
"MAMDC4","9",663.039576607269,1.45687343150493,0.440356519539894,3.30839528168482,0.000938322686459683,0.0361950119532917,"UP",136850943,136860799,"+",66.28,4112,NA,"MAM domain containing 4"
"HMCN2","9",83.835092434722,1.42247398221558,0.366612791927496,3.88004459619866,0.000104437314357085,0.0106229691398582,"UP",130265760,130434123,"+",54.65,15789,15240,"hemicentin 2"
"SNX18P3","9",334.404890073794,1.34999737005725,0.396575411000359,3.40413785779581,0.000663732462382922,0.0295635973023819,"UP",38567377,38568211,"-",51.74,835,NA,"sorting nexin 18 pseudogene 3"
"TCF3P1","9",68.4180616732971,1.27435373789912,0.359794084630547,3.54189741392687,0.000397259938934472,0.0225046364511929,"UP",5110913,5112849,"+",65.51,1937,NA,"transcription factor 3 pseudogene 1"
"COL27A1","9",972.242605287252,1.27196819875277,0.366195479408356,3.47346777957997,0.000513779047015936,0.0259279648040477,"UP",114155537,114312511,"+",52.26,7813,5583,"collagen type XXVII alpha 1 chain"
"LCNL1","9",562.568647738727,1.18968631408467,0.333619361400829,3.56599901483332,0.000362472731589727,0.0213303296501926,"UP",136981904,136986410,"+",64.06,3706,NA,"lipocalin like 1"
"ADAMTS13","9",490.525491299865,1.00829566257539,0.280479270051136,3.59490261933285,0.000324512935997611,0.0203711972791468,"UP",133414358,133459402,"+",55.14,2953,NA,"ADAM metallopeptidase with thrombospondin type 1 motif 13"
"RALGDS","9",2600.29645730939,0.946825314451413,0.20339232394846,4.65516739309858,3.23717595805704e-06,0.0015998871030582,"UP",133097720,133149334,"-",58.92,5596,NA,"ral guanine nucleotide dissociation stimulator"
"AJM1","9",4475.37201745747,0.901392542651611,0.242906104176513,3.7108682209015,0.000206549612981691,0.0160630512526533,"UP",136842478,136848801,"+",71.36,4642,2931,"apical junction component 1 homolog"
"ST6GALNAC6","9",637.72961172558,0.845593543463021,0.228091541064864,3.70725516393681,0.000209517813148824,0.0162416597077482,"UP",127885321,127905408,"-",53.52,2018,261,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
"MIR600HG","9",1302.99723774692,0.834992777029508,0.177937882390756,4.69260826199922,2.69743704961203e-06,0.00148273210186174,"UP",123109494,123115477,"-",53.98,5984,NA,"MIR600 host gene"
"PCA3","9",807.037060373816,0.827459545731022,0.249680927919838,3.31406788906474,0.000919491791923196,0.0357730576026589,"UP",76691980,76863307,"+",41.15,1820,NA,"prostate cancer associated 3"
"ENSG00000273066","9",197.448932955533,0.808915808892427,0.249048314534367,3.24802763835129,0.00116207982124091,0.0394748069614223,"UP",136799223,136810042,"+",60.91,4244,NA,"novel transcript"
"GPSM1","9",1809.57514148172,0.804887813113635,0.184054181217145,4.37310257116104,1.22493135878422e-05,0.00332878537568035,"UP",136327476,136359605,"+",66.05,2270,1374,"G protein signaling modulator 1"
"NDOR1","9",567.341013031244,0.771227227877628,0.241714278360605,3.19065647717783,0.00141949949548761,0.0436794081397751,"UP",137205685,137219361,"+",60.52,1151,NA,"NADPH dependent diflavin oxidoreductase 1"
"ENSG00000271155","9",63.3214999293791,0.769521865975067,0.209289742213713,3.67682552348543,0.000236154444495129,0.0168875623614056,"UP",95506235,95507636,"+",62.05,1402,NA,"novel transcript, antisense to PTCH1"
"CACFD1","9",663.973961587305,0.764604779741691,0.235129000198318,3.25185229851184,0.00114655586380536,0.0391122709760176,"UP",133459965,133470848,"+",58.04,2880,702,"calcium channel flower domain containing 1"
"AGPAT2","9",299.810926602574,0.744419978456513,0.193798296619094,3.84121012126156,0.000122429256796735,0.0118918634734371,"UP",136673143,136687457,"-",62.71,1391,741,"1-acylglycerol-3-phosphate O-acyltransferase 2"
"CCDC107","9",226.701170478519,0.707283478751423,0.170882481370067,4.13900519866465,3.48815046926306e-05,0.00596753127478571,"UP",35658290,35661511,"+",52.82,1173,771,"coiled-coil domain containing 107"
"NACC2","9",12152.7609479624,0.689491667162667,0.210909377347577,3.26913708548098,0.00107876023362332,0.0380888978254215,"UP",136006537,136095289,"-",55.01,6802,1764,"NACC family member 2"
"EGFL7","9",1506.26572507218,0.68506761178749,0.213728890407364,3.205311226207,0.00134916512557752,0.0428789851868828,"UP",136658856,136672678,"+",67.31,2125,822,"EGF like domain multiple 7"
"ENHO","9",1775.87825781684,0.625015097883476,0.180548733136394,3.4617528853626,0.000536669668822282,0.0264591687591177,"UP",34521043,34522990,"-",62.42,1028,231,"energy homeostasis associated"
"RABL6","9",6332.85781313755,0.619639809185676,0.16338066723534,3.79261402019569,0.000149069766872541,0.013304064138669,"UP",136807943,136841187,"+",57.06,1580,945,"RAB, member RAS oncogene family like 6"
"DAB2IP","9",6084.657256478,0.609754728715646,0.191713450742526,3.18055267564171,0.0014699441266604,0.044495705441062,"UP",121567057,121785530,"+",53.14,5514,3399,"DAB2 interacting protein"
"PAXX","9",805.789418051793,0.545377979668999,0.151362164621444,3.60313279763793,0.000314404795310966,0.0200126557477471,"UP",136992422,136993984,"+",64.81,808,615,"PAXX non-homologous end joining factor"
"MRPL41","9",2139.34026453216,0.507271576962915,0.13562593127323,3.74022557633888,0.000183855179810052,0.0148224045962864,"UP",137551879,137552555,"+",68.39,582,414,"mitochondrial ribosomal protein L41"
"AOPEP","9",3155.1878176398,0.441992540628452,0.126054254487905,3.50636749567911,0.000454267550695564,0.0242536754550175,"UP",94726604,95151793,"+",43.58,2292,NA,"aminopeptidase O (putative)"
"NPDC1","9",5272.11847505267,0.42803549217809,0.0890009521082972,4.80933610302564,1.51432400253407e-06,0.00122084801084297,"UP",137039463,137046179,"-",65.82,1475,978,"neural proliferation, differentiation and control 1"
"NELFB","9",2813.65320422501,0.412653142340396,0.087868147746022,4.69627678431492,2.64946470730642e-06,0.00148273210186174,"UP",137255327,137273542,"+",56.43,2540,1887,"negative elongation factor complex member B"
"CEP78","9",2023.51944428319,-0.362185849735705,0.112599527408332,-3.21658410183437,0.00129726505112337,0.0418900567776632,"DOWN",78236062,78279690,"+",37.2,11198,2070,"centrosomal protein 78"
"ZNF484","9",1517.13231521436,-0.368214810783863,0.112013894803157,-3.28722442363895,0.00101180164204279,0.0374748572712353,"DOWN",92843171,92878038,"-",39.13,5776,2559,"zinc finger protein 484"
"STX17","9",1574.48665635253,-0.369772812576771,0.094239091490825,-3.92377310442102,8.71728409671203e-05,0.00976093672051283,"DOWN",99906654,99974534,"+",36.39,6885,909,"syntaxin 17"
"PTAR1","9",4764.78723810287,-0.52767483703556,0.133044525834457,-3.96615218646521,7.30422345496071e-05,0.00887738434581305,"DOWN",69709522,69760011,"-",36.07,9876,1053,"protein prenyltransferase alpha subunit repeat containing 1"
"KLHL9","9",1788.1560401777,-0.644186139418507,0.205568776993005,-3.13367695640095,0.00172630793357258,0.0481463745162372,"DOWN",21320024,21335404,"-",37.46,4430,1854,"kelch like family member 9"
"HAUS6","9",993.533580326671,-0.675122393467822,0.153237141847158,-4.40573600714378,1.05425296485121e-05,0.00303549550093946,"DOWN",19053141,19102904,"-",39.6,6323,2868,"HAUS augmin like complex subunit 6"
"PSAT1","9",4399.87075267917,-0.816133462204861,0.25156408073296,-3.24423685538478,0.00117765774767388,0.0398845820795902,"DOWN",78297125,78330093,"+",45.6,1411,975,"phosphoserine aminotransferase 1"
"ALDH1A1","9",2262.90463686168,-0.939176662582529,0.232085056040006,-4.04669166816426,5.1946592548369e-05,0.0071793159278563,"DOWN",72900671,73080442,"-",36.05,2096,1506,"aldehyde dehydrogenase 1 family member A1"
"IL33","9",591.520394616921,-1.08230330514602,0.33797297844788,-3.2023367966174,0.00136317518328723,0.0430458195526488,"DOWN",6215786,6257983,"+",37.75,2327,435,"interleukin 33"
"WDR38","9",94.6358856531779,-2.54679847062591,0.626245883948129,-4.06677079387696,4.7669086327914e-05,0.00686098812463569,"DOWN",124853417,124857890,"+",57.87,1265,945,"WD repeat domain 38"
"SYT15","10",171.890719955439,1.53003704769337,0.284624159249422,5.37564011336284,7.6311081655313e-08,0.000230707477614425,"UP",46578217,46594173,"+",52.37,6428,1425,"synaptotagmin 15"
"ENSG00000289972","10",85.6229872073909,1.20434326393175,0.321543066245772,3.74551153596082,0.000180026573937827,0.0147098740447983,"UP",103660155,103685914,"+",54.02,490,NA,"novel transcript, antisense to SH3PXD2A"
"ENSG00000227076","10",30.092077706315,1.1969464155659,0.341229207861978,3.50774900854925,0.000451915199787639,0.0242350798715385,"UP",127934594,127937394,"+",51.62,371,NA,"novel transcript"
"GPRIN2","10",202.606304768256,1.16217523951314,0.306533590704771,3.79134709785349,0.0001498323811939,0.0133229631307194,"UP",46541736,46556658,"-",55.87,9274,1377,"G protein regulated inducer of neurite outgrowth 2"
"ENSG00000285955","10",59.4314900588396,1.12958974992629,0.309948694537105,3.64444106342593,0.000267973531487433,0.0180535037118525,"UP",122435924,122461383,"-",43.68,2561,NA,"novel transcript"
"ABCC2","10",62.7690612219646,1.10387303593717,0.352635579083449,3.13035071165054,0.00174597718596735,0.0484451769657153,"UP",99782640,99852594,"+",45.05,1130,588,"ATP binding cassette subfamily C member 2"
"ADARB2-AS1","10",60.9287054700788,1.09664580215053,0.31521574848967,3.47903240052254,0.000503227739884882,0.0257861570272368,"UP",1526584,1557574,"+",52.1,637,NA,"ADARB2 antisense RNA 1"
"DIP2C-AS1","10",1210.43633437964,1.08316422091606,0.280306787454334,3.86420974944292,0.000111449424666098,0.0110926575513343,"UP",649948,669581,"+",48.43,2251,NA,"DIP2C antisense RNA 1"
"TRIM8-DT","10",654.946170667378,0.86086416922021,0.218538691850231,3.93918423292374,8.17591311076798e-05,0.00924948457714936,"UP",102642792,102644140,"-",65.53,1349,NA,"TRIM8 divergent transcript"
"FAM53B","10",2298.91403250867,0.710289657167323,0.184614608000393,3.84741849445528,0.000119368969797852,0.0117360077379302,"UP",124619292,124744378,"-",52.7,5759,1269,"family with sequence similarity 53 member B"
"DLG5","10",4800.14148464429,0.625561810923137,0.198478310242842,3.15178928195102,0.00162273332539686,0.0467087890174802,"UP",77790791,77926755,"-",50.06,4292,2643,"discs large MAGUK scaffold protein 5"
"UBTD1","10",832.521458202497,0.610453451978152,0.169684936256237,3.59757009341314,0.000321203951030175,0.0202308301031662,"UP",97498924,97571206,"+",49.49,1647,684,"ubiquitin domain containing 1"
"TRIM8","10",8602.75177327827,0.595724905040437,0.166788001052326,3.57174917429186,0.000354604946931553,0.020988351687149,"UP",102642503,102662789,"+",58.5,4735,1656,"tripartite motif containing 8"
"ZDHHC6","10",944.693942687154,-0.379947323578312,0.114583865187501,-3.31588852371649,0.000913522608120491,0.0356937928917645,"DOWN",112424428,112447572,"-",39.22,2906,1152,"zinc finger DHHC-type palmitoyltransferase 6"
"WAPL","10",4168.82134223253,-0.431992009818031,0.136979357739627,-3.15370152807381,0.00161213875094767,0.0465288637594515,"DOWN",86435256,86521792,"-",39.86,3207,NA,"WAPL cohesin release factor"
"OGA","10",13593.3849869156,-0.487986440686585,0.112345268780215,-4.34363143178952,1.40146566729905e-05,0.00349441738446338,"DOWN",101784443,101818465,"-",41.92,5043,2592,"O-GlcNAcase"
"RPP30","10",618.916657162893,-0.493679238946566,0.147478676998727,-3.34746180934906,0.000815552241372616,0.0333191664017535,"DOWN",90871952,90908553,"+",37.86,2332,807,"ribonuclease P/MRP subunit p30"
"NDUFB8","10",836.20530444981,-0.506073608940621,0.152412152702105,-3.32042819400209,0.000898794769893379,0.0353173973206506,"DOWN",100523668,100530000,"-",47.67,762,561,"NADH:ubiquinone oxidoreductase subunit B8"
"ATE1","10",2810.44824773056,-0.506367196687721,0.147663656675727,-3.42919312772889,0.000605378589629364,0.0280424041354813,"DOWN",121709393,121928801,"-",39.73,527,489,"arginyltransferase 1"
